Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,target
M,0.465,0.35429221830520163,0.10976407276840054,0.4745662253558387,0.2300471854463199,0.10064155633895969,0.12011796361579972,P
I,0.535147756551086,0.4283087072414857,0.17007387827554304,0.8680517147928801,0.37380131941393135,0.1965295513102172,0.25268390493096005,N
F,0.6566647651567277,0.504665906062691,0.1656681878746179,1.2822672751498472,0.5626336375749236,0.2956987450034402,0.37293546302446506,N
F,0.6495704826962021,0.507285241348101,0.15090491955063298,1.0439954115056962,0.48085737932594946,0.22100917698860745,0.30798623451708884,P
F,0.46959322179953467,0.36377966539860407,0.1054067782004653,0.41952373231888324,0.16316271128018614,0.10337796653986041,0.13926779923916247,P
I,0.5023347081167923,0.39,0.125,0.5862685913635091,0.29376652918832075,0.13071591053576426,0.15933264594160387,P
F,0.47158275008334954,0.3672781666111003,0.11613908330555014,0.49729137504167475,0.22938010839723466,0.08838609166944499,0.1591894332555404,P
F,0.5681373452659146,0.44771244842197155,0.17601286104619923,0.9791012861046199,0.30961116231735164,0.228026182948563,0.3322875515780285,N
I,0.5806352913101881,0.445,0.16745883475924758,1.175109424538644,0.3928011795587931,0.21761175979282918,0.31531764565509407,N
M,0.7368199520561691,0.5602720191775323,0.21236399041123383,2.170158687811436,1.0448931395907732,0.504257130002007,0.5150563510972925,N
M,0.6370654549497039,0.518016363737426,0.1820654549497039,1.3186329086765536,0.5770245456061389,0.29295909065643505,0.3664294547273667,P
I,0.19145026467749482,0.13145026467749482,0.032900529354989605,0.03037015880649688,0.014919894129002078,0.012099470645010392,0.00985497353225052,P
F,0.5531197488251017,0.4493760502349797,0.14937605023497966,0.875124789953004,0.36418382417757117,0.17375294065794306,0.2756888653054736,N
M,0.2736954098572228,0.19630459014277724,0.08739081971444553,0.11458734422844358,0.05241265577155642,0.02910862295716683,0.03667413112849951,P
I,0.3962393980627189,0.3020797993542396,0.1,0.26749575922508756,0.10292444142067281,0.06041595987084793,0.08837181941881567,P
M,0.598039176133463,0.4799020596663424,0.15803917613346302,1.1596861874936186,0.5006763934602528,0.26379412357998056,0.336960823866537,P
M,0.3298001379134239,0.23240006895671192,0.08759993104328807,0.15060010343506788,0.06288008274805432,0.03424000689567119,0.045,P
I,0.4300528492438374,0.33257927386575614,0.1100528492438374,0.3949735753780813,0.18200528492438373,0.07948414522684878,0.11598414522684877,P
F,0.4696543571470553,0.3506912857058893,0.11534564285294467,0.4862741500088162,0.19525805000293875,0.12599763572646044,0.15534564285294467,P
M,0.57,0.44555600812727786,0.15277596749088854,1.0173336048763666,0.5286684316963837,0.20266680243818336,0.2633319756181664,P
I,0.3274983667658901,0.24749836676589007,0.075,0.14500293982139786,0.058251469910698926,0.033999346706356036,0.04749836676589008,P
F,0.5524058697215142,0.44,0.16465220114556783,1.0850724319968374,0.3939463940588596,0.23105073371518928,0.3487970651392429,N
M,0.68706526339099,0.5132610535639601,0.19,1.5160648401938817,0.6568802093841488,0.3993042098270299,0.41413052678198004,N
M,0.6567874951673383,0.5067874951673382,0.16169687379183456,1.3850453106877518,0.7050543728253021,0.298060941728579,0.3128821922118452,N
F,0.635,0.5020041328958588,0.1714979335520706,1.233223656808846,0.5152469003281058,0.30464772690727765,0.3492763431911541,N
M,0.4853292207624594,0.3703292207624594,0.14065844152491885,0.5726975324574757,0.2050535064398701,0.14166461038122968,0.17598766228737822,N
F,0.49013481574539874,0.37993259212730063,0.15486518425460125,0.5780202223618097,0.23949325921273004,0.12566177889447852,0.18006740787269937,P
M,0.635,0.5043882677768445,0.17707448814877033,1.2619121969247749,0.5302234644463111,0.2902446928892622,0.34707448814877034,N
F,0.5528292914153086,0.4428292914153085,0.15594309713843618,0.9442081154369713,0.31380163256767074,0.18400895542149787,0.33311380572312765,N
F,0.4463418219346486,0.345,0.12,0.4069887370300863,0.168060724645746,0.08585455483662147,0.13134182193464858,P
I,0.3662783055711721,0.27,0.09127830557117207,0.21601132222846883,0.09960518610017956,0.048233016657296755,0.0653721694428828,P
M,0.6164555614189834,0.4871833421284751,0.14281665787152492,1.0826408328935762,0.5622655666960684,0.21176277279386413,0.2606805482262708,P
I,0.5322603976987943,0.43242013256626477,0.1451597348674705,0.7355319469734941,0.32613019884939715,0.16027396023012058,0.2140319469734941,N
F,0.6747493158270851,0.5199373289567712,0.1753133552161437,1.494,0.7363621237048968,0.3055438697302601,0.37043869730260115,N
F,0.6443971639527674,0.48719858197638366,0.14939716395276728,1.1284432614543176,0.5492021270354246,0.2406063811062736,0.30325886558110693,N
M,0.5479619777367422,0.40459239554734844,0.13918479109469684,0.8047010640443185,0.24371467688314388,0.16504889692007602,0.25663041781060636,N
M,0.295,0.215,0.07984517419558511,0.1285154825804415,0.04951548258044149,0.031680328388013296,0.04,P
I,0.245439190404254,0.180439190404254,0.065,0.071,0.029736485757447608,0.013483109444679382,0.021587838080850796,P
F,0.64,0.5080384731106912,0.1887564372582795,1.5260743713180707,0.6771910028823073,0.330555134762725,0.4055166616520338,N
M,0.4549625049361675,0.3299625049361675,0.11251874753191625,0.4371993816638261,0.22424437574042513,0.076514998025533,0.11277062228510788,P
F,0.505,0.39,0.12438560857801714,0.6687599013394827,0.3120084868624137,0.1464272450412501,0.17718997533487066,P
F,0.6461307553513496,0.4911307553513496,0.15773848929730083,1.16695230214054,0.498814550151343,0.3157261510702699,0.29741694250811057,N
F,0.6586743004438682,0.5431123834073114,0.16566284977806592,1.552636937896863,0.6092594145783252,0.2619740881187971,0.4874495336292454,N
M,0.5564676976195381,0.43862359682605073,0.15431179841302536,0.883339186746702,0.41386235968260504,0.19244030928586142,0.24713764031739494,P
I,0.5635515521675489,0.4242896895664902,0.145,0.6859400997428217,0.3066587582659609,0.13106824834680783,0.21699721730345684,P
I,0.47361376548076334,0.3762045884935878,0.125,0.5222590823012824,0.22529541150641222,0.10737284778204581,0.16151816460256488,P
M,0.5326984814740401,0.42640202470127986,0.13589949382468003,0.625410050617532,0.24104222717140789,0.14810853209157207,0.21736782344612413,N
M,0.499901917414001,0.38,0.1548528761210015,0.6548381637331017,0.240401917414001,0.1429901917414001,0.204901917414001,N
M,0.43,0.3302689868768016,0.09535864916906885,0.31972204689397166,0.11754272230943721,0.06482067541546559,0.12294620262463968,N
F,0.6238562254534722,0.5061437745465278,0.175,1.2681862647279167,0.5499836959976387,0.3166372280017709,0.33021245090694434,P
M,0.5710084087515901,0.445,0.1529831824968198,0.8688151357528622,0.3723151357528622,0.16868486424713783,0.2779831824968198,N
I,0.536454941668266,0.395,0.11887296500095959,0.5659180233326936,0.24202866299827275,0.1341434303325017,0.16332377900057576,P
I,0.41260436589899824,0.3276043658989983,0.1,0.39217694387070123,0.19992646571310532,0.07070873179799655,0.1041769438707012,P
I,0.4710168480516825,0.3690252720775237,0.10800842402584124,0.49559326077932697,0.21219494558449525,0.11178820636382225,0.14872442967493962,P
M,0.5654600415528253,0.41546004155282523,0.12209200831056505,0.9123723975068305,0.4532699792235874,0.2008116191142996,0.17072665788933772,N
F,0.5857847023628661,0.4247082141771967,0.15578470236286612,0.9866186963797385,0.44247082141771965,0.21526458929114017,0.28961869637973847,N
F,0.45,0.3584656954562399,0.125,0.44900270204655596,0.19007941727374394,0.08703700659031602,0.145,N
I,0.4559256086696455,0.3535185978325886,0.11796280433482276,0.4364260369656241,0.18577768260089364,0.11051838368459933,0.11398140216741137,N
M,0.5825457471175798,0.46754574711757985,0.15627287355878994,0.9479226321867865,0.3844817011529681,0.19574044828981174,0.2716772068985446,N
M,0.47,0.37418261334879965,0.115,0.4260504373418398,0.16843869600116,0.07584738932676016,0.1495504373418398,P
F,0.6734519608279323,0.5108845938126101,0.15066344535945758,1.1961903921655863,0.47506634453594576,0.303823081237478,0.3844077311373018,N
I,0.22776804723995234,0.17,0.05,0.05454485196394755,0.022875266135933246,0.012553609447990464,0.016446390552009537,P
I,0.36,0.2618178134304073,0.07818218656959275,0.18131781343040726,0.07727206417473305,0.03331781343040725,0.058182186569592745,P
I,0.26215865967326146,0.20431731934652295,0.06284134032673853,0.09621586596732615,0.04335240209802156,0.02484134032673853,0.03,P
M,0.5765640185669119,0.44156401856691185,0.15312803713382375,0.9833128037133824,0.4872512148535295,0.21062074801264674,0.24869691511485362,P
M,0.665,0.5219402663593716,0.20388053271874332,1.6423171464976545,0.8219776537328168,0.345007520553131,0.41021250493044986,N
F,0.697806129790559,0.5516836778743355,0.1844387740418882,1.6834898076648945,0.809658175452328,0.402117348553923,0.3954897932753988,N
I,0.18094536099235994,0.1268907219847199,0.035945360992359954,0.026594536099235993,0.00968907219847199,0.0055,0.008594536099235996,P
I,0.29360620390717024,0.22860620390717024,0.07860620390717024,0.1595730282050575,0.06667255531139571,0.05250883296709358,0.040311934920678694,P
M,0.4566308700441294,0.3566577175110323,0.11665771751103235,0.4785026847466903,0.21183691299558705,0.10483154350220647,0.15,P
I,0.4432374444706325,0.34607914815687746,0.13,0.45446408152163653,0.210294977788253,0.08155753331762049,0.13745327410200803,P
I,0.315,0.23018550605772983,0.07981449394227018,0.13749072469711351,0.0545,0.03100927530288649,0.044416522274021576,P
I,0.2437745671041069,0.1812254328958931,0.0637745671041069,0.06965202381451759,0.02987745671041069,0.009936417760267241,0.021132370131232068,P
M,0.6074283590000225,0.4822850770000675,0.16228507700006753,1.1690135847000742,0.5688431332999707,0.2421002973999685,0.28471343600009,P
F,0.5093256163542021,0.37686512327084043,0.12432561635420215,0.5989762958500171,0.18835722188751278,0.14781348767291594,0.19746049308336172,N
F,0.7782566633300937,0.63,0.2272033566893445,2.699711748412706,1.4393609069096127,0.5896765078361025,0.5832106613281498,N
F,0.5486361075980224,0.43954443039208935,0.13954443039208933,0.7789083227940671,0.30163582595584687,0.1549541613970335,0.26363610759802236,N
M,0.6629606588890713,0.5163595607406192,0.19,1.6349651420743903,0.8236583720006565,0.35899551681468106,0.37446687988857885,N
M,0.6513173461049888,0.5157896682631237,0.1734206634737528,1.5417357913791325,0.7027892985631887,0.3655527677841865,0.4126309952106292,N
F,0.6475317517095963,0.49395125122114025,0.1614194995115439,1.2725434254151877,0.5624258498534632,0.30578389990230875,0.34612392590364377,N
I,0.5081939857934581,0.375,0.11060200473551399,0.579897995264486,0.2893294222569157,0.1175785966851402,0.14697659194962623,P
F,0.4571378877835211,0.3535689438917605,0.13,0.4601465841623592,0.19643627393554233,0.10521378877835211,0.13143105610823946,N
F,0.5811981665229127,0.45179724978436914,0.23020733390834894,1.0730967914150973,0.3082074406819524,0.20372348360646575,0.3926036669541745,N
I,0.5358771255045609,0.4136257085015203,0.1713742914984797,0.8776257085015203,0.34435973684407084,0.20772514170030404,0.24125708501520307,N
I,0.5128398174609721,0.4044320365078056,0.1305679634921944,0.5993975744445361,0.304568924126539,0.11612475984141385,0.14912475984141385,P
F,0.624710220365432,0.49285036727572007,0.175,1.2145579559269135,0.5539494186943209,0.25551211752823044,0.34971022036543203,N
F,0.6703904267278596,0.513078085345572,0.17192191465442808,1.6272597001663103,0.8453438293088562,0.31772367939201124,0.39807506344708493,N
I,0.47293716700756006,0.35809424948865987,0.115,0.5224911078390378,0.27528690061360817,0.09006283299243992,0.13466597464206193,P
M,0.5595309191442431,0.4427078921923242,0.1563539460961621,0.8875255894971323,0.4142707892192324,0.19335927574327294,0.24672921078076757,P
I,0.5310348957918662,0.4320116319306221,0.14597673613875584,0.7356953472277512,0.3255174478959331,0.16039651042081338,0.21419534722775116,N
I,0.5804338173808767,0.44565072607131523,0.145,0.8885856534641837,0.4103904356427891,0.18136985478573694,0.2432591804165344,N
M,0.6369701548403528,0.506820929042117,0.17197015484035283,1.374425387100882,0.6526656593512238,0.3078641858084234,0.36697015484035284,N
M,0.6076947800299037,0.4723052199700962,0.175,1.2080064280777498,0.535188351952154,0.2795811260508364,0.31762329609569206,N
M,0.6505252542978139,0.5364074009080158,0.175,1.4679727288680324,0.6267542090496356,0.26880673447941705,0.4468676780084697,N
I,0.46379205255505407,0.35258410511010807,0.105,0.44369112642292435,0.2054801313876351,0.09677523153303243,0.12043271591191353,P
I,0.3777926537541957,0.2909308845847319,0.0990691154152681,0.21602116932885793,0.09156911541526809,0.03930323841862466,0.075,P
F,0.5771825991158932,0.45,0.14640870044205334,0.9917938766403944,0.5424921585854293,0.1951052092485093,0.22372432818758123,P
I,0.5447204306125654,0.4294408612251307,0.1305591387748693,0.7584096793890048,0.3580838708162304,0.15333548326492158,0.2051086028575915,P
I,0.4486156002663001,0.34,0.10707659960054985,0.438430780013315,0.21020765996005497,0.09118482025298509,0.12,P
M,0.5936617745302213,0.45589215031318575,0.15678430062637153,1.0404647098120885,0.41466177453022135,0.2083588392483542,0.3667843006263715,N
F,0.6351328283270181,0.5211859596578253,0.19394686866919278,1.2321982929619935,0.4650398484981054,0.2481698282395223,0.4263681212015157,N
F,0.621916773294325,0.4847919332358126,0.17308322670567494,1.0451960945710963,0.46313745201755374,0.22125409735868873,0.30287515994148756,N
F,0.6030644691100421,0.4620429794066947,0.15397851029665263,1.0833225641885147,0.49829570205933055,0.28479032963349366,0.26113975595119265,N
M,0.5114275730132729,0.40214252433775766,0.12357242698672716,0.7691420584106183,0.31057033031460013,0.18707172809601813,0.21857126216887882,N
F,0.655,0.5338326360485849,0.2103744770364386,1.553033054419434,0.7005506275562736,0.30155062755627365,0.4507841003465567,P
F,0.5631257422552134,0.43656287112760667,0.13125148451042676,0.8787502969020853,0.3426269298635548,0.20856108971509457,0.2848425252788979,N
M,0.6465985922136558,0.5131971844273117,0.1697957766409674,1.4006021116795162,0.5741411966183926,0.25501690287004275,0.4473862646492317,N
I,0.4191420649389003,0.3145710324694502,0.09914206493890038,0.34311392922250517,0.15682841298778008,0.07864206493890037,0.09,P
I,0.42,0.3243409231577912,0.11434092315779122,0.3551204306317549,0.1640158767370802,0.06393409231577912,0.105,P
F,0.5411335909910528,0.4205667954955264,0.1452833977477632,0.8660101159459738,0.4327186103153818,0.16288664090089472,0.2176416988738816,P
M,0.4402905946158801,0.3247094053841199,0.10116237846352036,0.41635470269205993,0.18581366492446424,0.08670341623111606,0.11040683246223212,P
F,0.4932683379132941,0.3977561126377647,0.1427561126377647,0.6297756112637765,0.2315317239015412,0.13774883928728235,0.2277561126377647,N
I,0.3771873317723703,0.29,0.08390633411381486,0.24068733177237028,0.11887493270894811,0.04598429929756662,0.06851570070243337,P
F,0.6547516713410821,0.5492550140232465,0.17975167134108214,1.2747698188426453,0.5871671446969139,0.280776504206974,0.36395701963254506,N
M,0.523479463232176,0.4046392843095679,0.12231964215478396,0.818940626229128,0.29869589264643515,0.1806159821077392,0.2684794632321759,N
F,0.565,0.4459372806940716,0.14093728069407163,0.8385306578739934,0.4089055701516221,0.16199964911051462,0.22459372806940717,P
M,0.5855618660808931,0.47275253567642755,0.16275253567642758,1.0552474643235723,0.45991034467503655,0.21396592316317725,0.29831440175732066,N
I,0.455,0.35044585575421194,0.10522292787710597,0.4442324865474728,0.21268790097205165,0.10659872982120926,0.11210190526818613,P
F,0.6382887013236738,0.515,0.16671129867632628,1.3157212034016048,0.4980366839310743,0.2551006969755239,0.40800348487761934,N
F,0.5677031208952802,0.45,0.17418751641887922,0.914714083434071,0.31740778910309714,0.18266249671622414,0.2812187253716812,N
