a,all,also,an,and,any,are,as,at,be,been,but,by,can,do,down,even,every,for,from,had,has,have,her,his,if,in,into,is,it,its,may,more,must,my,no,not,now,of,on,one,only,or,our,should,so,some,such,than,that,the,their,then,there,things,this,to,up,upon,was,were,what,when,which,who,will,with,would,your,BookID,target
32.26132955642879,8.304296715952358,0.0,27.828131361905722,40.91289014785707,0.695703284047643,5.434373727618856,10.825780295714143,7.174219704285858,8.434373727618855,5.869922988333501,10.782813136190573,4.434373727618856,2.0,3.782813136190572,2.0,1.0,0.695703284047643,10.04296715952357,8.608593431904714,11.565626272381143,0.695703284047643,7.130077011666499,11.478516420238215,13.869922988333501,0.9128901478570709,22.56562627238114,5.174219704285858,7.434373727618856,14.304296715952358,0.695703284047643,1.0,2.130077011666499,2.304296715952357,17.128901478570707,2.695703284047643,9.434373727618855,3.9128901478570706,41.739845976667,12.261329556428787,1.6957032840476431,3.4785164202382153,0.0,7.130077011666499,0.9128901478570709,5.738670443571213,7.261329556428787,1.6957032840476431,0.9128901478570709,21.304296715952358,88.08946091833451,5.0871098521429285,3.521483579761785,3.782813136190572,0.695703284047643,7.8687474552377115,38.17421970428586,7.261329556428787,1.8257802957141418,26.522659112857575,2.217186863809428,6.478516420238215,6.304296715952357,4.738670443571213,4.695703284047643,2.5214835797617847,15.087109852142929,2.304296715952357,5.8687474552377115,5.9128901478570715,N
24.46044665196441,9.848921974219586,0.0,3.8489219742195857,50.669070858207725,2.8489219742195857,8.697843948439171,17.151078025780414,5.424460987109793,21.338141716415443,2.1223049355489647,4.971226909768551,8.151078025780414,3.2733829613293786,3.302156051560828,1.726617038670621,1.4244609871097929,5.244609871097929,9.697843948439171,4.726617038670621,8.97122690976855,0.0,8.669070858207723,9.24460987109793,11.330929141792277,7.151078025780414,23.330929141792275,0.8489219742195859,20.877695064451036,21.093531845317514,0.8489219742195859,6.726617038670621,2.0,2.273382961329379,17.906468154682486,4.546765922658758,12.9424538195371,4.0,45.30215605156083,6.848921974219586,4.273382961329379,3.122304935548965,5.726617038670621,2.726617038670621,3.2733829613293786,10.02877309023145,2.424460987109793,5.395687896878344,2.575539012890207,27.35970223202373,51.69784394843917,2.0,1.726617038670621,6.575539012890207,0.42446098710979296,14.633085193353107,56.33814171641545,2.726617038670621,1.5755390128902071,11.064758755086066,5.0,9.028773090231448,3.1510780257804143,6.546765922658757,3.302156051560828,9.820148883988136,12.575539012890207,8.122304935548964,6.0,2.273382961329379,P
24.33382926271836,6.167472551917333,0.0,10.001487788155076,52.49869818536431,3.833271342160205,3.000371947038769,15.999628052961231,10.0,22.832155501043896,15.332341474563282,19.66617073728164,1.6665426843204103,3.33345731567959,5.666542684320411,2.3334573156795897,1.1667286578397948,0.8336432891989742,20.832899395121437,4.499814026480616,22.665426843204102,6.832899395121436,12.33308536864082,34.33159758048575,10.834015236237743,3.3338292627183588,19.833271342160202,1.6665426843204103,6.666542684320411,35.99925610592246,2.0,0.0,4.66654268432041,3.4998140264806157,6.0,4.499814026480616,20.998884158883694,2.6669146313591794,31.0,11.0,1.5001859735193845,2.166728657839795,1.6665426843204103,1.3334573156795897,4.999628052961231,7.9996280529612305,2.166728657839795,2.166728657839795,2.6665426843204107,15.499814026480616,62.50018597351938,0.16672865783979485,1.8332713421602052,5.3330853686408215,1.000371947038769,4.333085368640821,54.832527448082665,2.8336432891989745,1.8332713421602052,30.665426843204106,5.999628052961231,2.000371947038769,3.000371947038769,5.832899395121436,5.499814026480616,4.999628052961231,5.333829262718359,10.999256105922461,7.499814026480616,5.833271342160206,P
41.1942680763088,4.76259419569251,0.0,4.47481160861498,63.81297097846255,2.618702902153745,7.71221741292247,15.769833250463865,4.856108706461235,13.381297097846256,1.8561087064612352,8.906485489231276,6.0,2.76259419569251,9.94962321722996,2.381297097846255,1.381297097846255,0.618702902153745,12.47481160861498,5.76259419569251,2.143891293538765,0.0,14.76259419569251,6.618702902153745,13.94962321722996,5.093514510768725,29.482050663386335,0.618702902153745,19.42443482584494,13.76259419569251,0.0,3.618702902153745,2.47481160861498,3.143891293538765,17.76259419569251,6.76259419569251,14.906485489231276,6.71221741292247,34.143891293538765,8.52518839138502,4.23740580430749,1.0,3.856108706461235,4.0,5.093514510768725,11.0,3.23740580430749,7.4316738806162945,2.76259419569251,18.856108706461235,55.0,1.618702902153745,3.52518839138502,1.0,0.618702902153745,8.618702902153744,30.517949336613665,4.618702902153745,5.856108706461235,2.618702902153745,1.0,7.18702902153745,3.23740580430749,1.1438912935387648,2.23740580430749,11.28778258707753,14.0,2.0,15.23740580430749,2.618702902153745,N
34.03635396773329,6.963646032266707,0.0,3.0363539677332927,60.740911508066674,0.7772654757999695,6.295442459666615,7.0,12.668203572600092,15.963646032266707,0.7772654757999695,15.890938096800122,6.740911508066677,1.2590884919333232,9.295442459666615,0.5181769838666463,1.7409115080666768,1.7409115080666768,15.481823016133355,4.259088491933323,0.2590884919333232,0.0,8.813619443533263,7.740911508066677,14.77726547579997,6.259088491933323,20.777265475799968,1.0,30.668203572600092,18.927292064533415,0.0,5.481823016133354,1.7772654757999695,3.4818230161333537,22.927292064533415,4.518176983866646,18.186380556466737,5.295442459666615,30.777265475799968,5.518176983866646,5.0,1.0,5.0,3.259088491933323,4.036353967733293,6.554530951599939,4.740911508066677,3.259088491933323,0.5181769838666463,20.740911508066677,60.92729206453342,3.4818230161333537,2.0,2.4818230161333537,1.0,10.481823016133355,38.481823016133355,3.5181769838666463,2.554530951599939,1.5181769838666463,1.7409115080666768,12.481823016133355,2.5181769838666463,5.186380556466737,3.0,8.259088491933323,16.96364603226671,3.4818230161333537,10.813619443533263,8.186380556466737,N
11.927229350777997,7.036385324611001,0.0,1.9636146753889983,68.70891740311198,0.9636146753889984,3.8544587015559935,10.927229350777997,10.81807337694499,11.708917403111986,1.9272293507779967,17.072770649222004,7.9272293507779965,1.1091559738330048,1.0363853246110017,0.9636146753889984,0.0,0.9636146753889984,9.927229350777997,16.963614675389,4.963614675388999,0.0,4.890844026166995,7.818073376944992,31.78168805233399,3.109155973833005,28.254697272277014,4.818073376944992,7.854458701555993,2.0363853246110017,0.036385324611001635,2.890844026166995,6.963614675388999,1.0,5.854458701555993,7.109155973833005,14.327467921499014,14.78168805233399,29.072770649222004,8.036385324611002,1.0,1.0363853246110017,14.927229350777997,12.599761429278981,0.9636146753889984,10.890844026166995,3.890844026166995,2.9636146753889983,3.9636146753889983,6.0727706492220035,47.43662389533202,7.818073376944992,5.963614675388999,1.0727706492220033,1.9636146753889983,6.181926623055008,66.818073376945,5.0727706492220035,0.0,4.890844026166995,1.9636146753889983,9.036385324611002,7.0,2.1819266230550083,8.072770649222003,7.818073376944992,26.78168805233399,0.036385324611001635,0.14554129844400654,1.9636146753889983,N
37.487269577190396,7.89236174631424,0.7025460845619201,4.70254608456192,51.0,2.4872695771903994,4.40509216912384,10.569446985256958,9.89236174631424,14.21527650737152,6.0,13.10763825368576,4.379631323504639,4.29745391543808,4.40509216912384,1.29745391543808,0.5949078308761597,2.70254608456192,17.10763825368576,3.0,14.10763825368576,1.70254608456192,15.0,34.62036867649536,11.78472349262848,1.8923617463142395,35.512730422809604,1.4872695771903994,12.0,14.10763825368576,1.70254608456192,3.1076382536857605,3.40509216912384,3.59490783087616,6.29745391543808,9.91782259193344,17.59490783087616,6.917822591933441,45.40509216912384,7.18981566175232,2.29745391543808,2.1898156617523195,4.81018433824768,3.1076382536857605,0.0,9.59490783087616,5.89236174631424,8.40509216912384,3.59490783087616,15.72800693018112,57.297453915438076,1.4050921691238403,2.70254608456192,8.70254608456192,1.4050921691238403,5.0,58.917822591933444,0.29745391543807986,1.0,27.5127304228096,7.4872695771904,3.8923617463142395,6.29745391543808,8.0,0.5949078308761597,0.5949078308761597,18.70254608456192,8.70254608456192,5.0,4.59490783087616,P
26.917610473336932,10.247168579989202,0.0,3.2116366566792647,41.21163665667927,0.0,5.164779053326134,9.705973816657668,4.082389526663067,17.541194763331532,2.082389526663067,19.6235842899946,6.0,3.082389526663067,7.541194763331534,1.4588052366684665,1.9176104733369328,1.0,10.164779053326134,7.917610473336933,1.0,0.0,11.164779053326134,19.3764157100054,5.705973816657668,4.705973816657668,19.458805236668468,2.623584289994601,17.670441893347732,20.541194763331532,0.0,4.835220946673866,6.0,6.870752869983803,22.329558106652268,11.082389526663068,18.458805236668468,3.5411947633315335,31.953142396646868,6.129247130016197,2.082389526663067,0.0,4.541194763331534,6.623584289994601,3.5411947633315335,12.458805236668466,3.082389526663067,1.5411947633315335,2.5411947633315335,26.788363343320736,43.870752869983804,1.5411947633315335,8.458805236668466,3.294026183342332,0.4588052366684664,9.458805236668466,40.32955810665227,3.294026183342332,1.8352209466738656,2.917610473336933,2.4588052366684665,5.835220946673866,3.623584289994601,5.0,1.4588052366684665,9.705973816657668,8.0,4.082389526663067,9.705973816657668,9.835220946673866,N
34.113614812220774,9.88638518777923,0.4715962969448072,6.886385187779229,43.18755926639288,10.88638518777923,0.4715962969448072,13.227229624441541,13.056807406110385,31.0,8.056807406110385,15.227229624441541,5.471596296944807,0.0,2.9431925938896146,0.0,3.0568074061103854,7.056807406110385,12.943192593889615,7.414788890834421,24.170422218331158,0.9431925938896144,8.056807406110385,47.58521110916558,10.642018515275964,1.5852111091655785,28.3976518427727,2.4715962969448073,5.471596296944807,28.81244073360712,1.4147888908344215,0.0,6.414788890834421,5.69882592138635,0.9431925938896144,8.471596296944806,15.056807406110385,5.056807406110385,54.62488146721424,9.829577781668842,3.9431925938896146,5.0,5.0,0.0,4.113614812220771,10.528403703055194,1.9431925938896144,7.642018515275964,3.9431925938896146,20.130751860282494,55.77277037555846,4.113614812220771,0.4715962969448072,4.113614812220771,0.4715962969448072,6.642018515275964,66.47159629694481,0.5284037030551928,0.0,40.829577781668846,3.9431925938896146,2.4147888908344215,2.9431925938896146,10.284037030551929,1.9431925938896144,2.0,15.943192593889615,16.943192593889613,0.0,4.0,P
16.0,6.475275354529048,0.0,2.524724645470952,62.70330425434857,2.0,7.197797163767616,11.098898581883809,4.950550709058096,11.148347872825711,2.5741739364128557,9.098898581883809,10.37637677264524,2.0,5.475275354529048,1.950550709058096,1.475275354529048,1.574173936412856,12.0,3.5741739364128557,3.950550709058096,0.950550709058096,9.901101418116191,0.524724645470952,14.0,4.901101418116192,27.52472464547095,0.524724645470952,13.524724645470952,23.50550709058096,0.0,4.0,2.0,2.098898581883808,15.395594327535232,6.0,13.049449290941904,7.901101418116192,47.554956381522864,4.425826063587144,2.0,1.049449290941904,5.524724645470952,22.12913031793572,2.098898581883808,14.0,1.425826063587144,2.475275354529048,3.049449290941904,23.09889858188381,70.70330425434858,3.6730725182966637,4.0,5.0,2.049449290941904,19.079681026993818,41.80220283623238,2.524724645470952,6.098898581883808,6.524724645470952,1.574173936412856,5.37637677264524,4.0,10.049449290941904,4.0,7.098898581883808,21.90110141811619,2.5741739364128557,9.197797163767616,8.425826063587143,N
20.15271911773988,7.8472808822601205,0.0,3.3054382354797593,49.15271911773988,7.8472808822601205,6.1527191177398795,16.54184264678036,9.458157353219638,16.15271911773988,7.541842646780361,17.0,6.1527191177398795,2.0,6.541842646780361,0.15271911773987967,0.0,4.1527191177398795,20.84728088226012,7.930966175820842,15.541842646780362,2.6945617645202407,14.069033824179158,29.221752941919036,9.0,3.6108764709595187,30.69456176452024,0.8472808822601203,12.0,25.54184264678036,0.15271911773987967,4.0,2.763595588699398,5.389123529040481,22.083685293560723,8.541842646780362,30.098336762942285,1.458157353219639,45.4728088226012,7.8472808822601205,5.236404411300602,2.0,1.916314706439278,1.6945617645202407,3.8472808822601205,7.9163147064392785,1.1527191177398797,9.930966175820842,3.1527191177398795,23.778247058080964,46.54184264678036,7.778247058080963,4.0,4.1527191177398795,1.0,7.694561764520241,51.61087647095952,2.3054382354797593,1.6945617645202407,19.527191177398798,6.8472808822601205,9.916314706439278,8.0,4.8472808822601205,4.1527191177398795,8.0,14.389123529040482,5.1527191177398795,4.679910295138677,7.0,P
27.57130737561812,10.571731560954703,0.2856536878090594,2.571307375618119,57.85696106342718,5.714346312190941,2.428692624381881,16.713922126854357,9.713922126854357,17.714770497527525,12.713922126854357,13.285229502472475,3.0,3.1430389365728217,11.000424185336584,0.7143463121909406,0.7143463121909406,6.143038936572822,19.429116809718465,4.857385248763762,17.71434631219094,1.1426147512362377,12.428692624381881,27.286502058482228,23.57130737561812,2.8569610634271783,28.000424185336584,3.2856536878090594,12.571307375618119,27.857809434100346,1.7143463121909406,0.7143463121909406,8.857385248763762,5.714346312190941,12.428692624381881,4.0,27.286077873145643,3.8573852487637623,57.000424185336584,8.143038936572822,2.7139221268543565,3.571307375618119,3.7143463121909406,0.2856536878090594,2.428268439045297,6.571307375618119,1.2856536878090594,4.428268439045297,8.143038936572822,17.857385248763762,57.28565368780906,5.143038936572822,1.8569610634271783,3.571307375618119,1.4286926243818812,5.714346312190941,53.999575814663416,2.8569610634271783,5.428692624381881,36.714770497527525,5.857385248763762,7.0,4.143038936572822,5.428692624381881,0.8569610634271783,4.714346312190941,9.427844253708713,8.143038936572822,5.0,4.571307375618119,P
15.957178245974422,5.2607054385063945,0.0,8.217883684480816,40.87153473792326,3.0,8.303527192531973,20.739294561493605,5.782116315519184,18.52141087701279,2.564232631038368,9.696472807468027,10.0,4.521410877012789,8.696472807468027,0.7392945614936054,1.2607054385063945,3.7392945614936055,15.521410877012789,7.86775982357034,11.085643508051156,3.521410877012789,18.47858912298721,36.56800754539129,10.260705438506395,9.217883684480816,30.65365105344245,3.0,16.782116315519183,23.56423263103837,1.0,5.478589122987211,2.521410877012789,4.478589122987211,20.914356491948844,7.521410877012789,24.13224017642966,3.217883684480816,43.69647280746803,11.957178245974422,2.782116315519184,0.7392945614936054,2.0,0.0,0.7821163155191839,4.824938069544762,2.303527192531973,6.957178245974422,3.9571782459744216,19.0,50.52141087701279,4.085643508051157,2.303527192531973,3.0428217540255784,0.0,9.0,59.52141087701279,1.782116315519184,3.7392945614936055,11.521410877012789,4.2607054385063945,8.521410877012789,4.782116315519184,4.782116315519184,5.782116315519184,15.521410877012789,12.653651053442449,8.217883684480816,15.435767368961631,7.0,P
33.98404324824793,11.587234598598341,0.0,13.190425948948755,50.22233945245291,3.6031913503504147,3.8095740510512446,11.79361729929917,13.61914810210249,12.20638270070083,1.3968086496495853,8.79361729929917,7.190425948948755,3.7936172992991706,4.396808649649585,0.6031913503504148,2.8095740510512446,0.3968086496495852,13.174469197196682,7.396808649649585,5.777660547547097,0.6031913503504148,7.777660547547097,23.936172992991704,10.38085189789751,3.3968086496495853,36.01595675175207,4.0,11.412765401401659,35.380851897897514,0.6031913503504148,0.0,1.6031913503504147,1.6031913503504147,8.61914810210249,2.6031913503504147,5.984043248247926,1.6031913503504147,37.380851897897514,12.603191350350414,4.412765401401659,5.015956751752074,2.4127654014016593,0.6031913503504148,0.0,3.5872345985983407,3.0,0.7936172992991704,0.7936172992991704,14.984043248247925,73.2223394524529,5.222339452452903,3.0,3.015956751752074,1.6031913503504147,4.015956751752074,40.95212974474378,2.0,0.6031913503504148,26.190425948948757,8.809574051051245,6.793617299299171,4.380851897897511,2.3968086496495853,2.2063827007008294,1.2063827007008296,13.0,3.2063827007008294,7.0,5.0,N
