V1,V2,V3,V4,V5,V6,V7,V8,target
F,0.6170369502304816,0.4657407624423796,0.1457407624423796,0.9126296773732352,0.3732221701382889,0.21146287398624358,0.28200011718884993,2.0
F,0.4464721206426485,0.3388240402142162,0.12529616085686468,0.37349913163583254,0.1626167276144109,0.08102874772151898,0.10617595978578383,2.0
F,0.715384481028756,0.5543586160766827,0.19782069196165866,1.5598594893897686,0.8028974135047927,0.3130249916389873,0.43589741350479266,2.0
F,0.6764955491081648,0.5282477745540823,0.19974332366224704,1.5068637977646895,0.5800468843757153,0.3426071214269365,0.45623887277041175,3.0
I,0.55,0.425,0.1508934428756306,0.8796864749676464,0.4204184421049572,0.180429508601009,0.2398307378691599,2.0
M,0.671886125586964,0.526257417057976,0.18997033176809616,1.4334584644753345,0.6597514834115952,0.2608356895927274,0.42279952014854205,2.0
M,0.5559772656171678,0.4182329492128758,0.11127841797854031,0.7050261288980262,0.3018909062468671,0.15697726561716777,0.19353410157424836,3.0
M,0.4459714736933874,0.335,0.11291442108016214,0.43783153686412973,0.20522012634148468,0.11270586318817837,0.11765419998256396,1.0
I,0.43297089478225137,0.3422281710866885,0.12425727630443716,0.3881592526951519,0.13408347100041093,0.061816996065119124,0.14807962634757593,3.0
I,0.275,0.20239344656358305,0.06739344656358305,0.09295737862543321,0.03610655343641696,0.021824587405491872,0.029632791219941345,1.0
F,0.478937856505777,0.37090678475866556,0.14393785650577706,0.6125776793677787,0.207316106282799,0.14272796457240033,0.18606214349422295,3.0
M,0.65,0.5125040572706561,0.17187601431766403,1.5508703341387455,0.6918107756599712,0.3541264200447296,0.39875202863532805,3.0
M,0.6986080175217153,0.5651893099710462,0.22278396495656938,1.8896904227782299,0.8702282847724392,0.43620267250723843,0.5,3.0
I,0.5036597136339196,0.40321295151189285,0.1295532378779732,0.6021701431830402,0.3019467621220268,0.10874906605832498,0.17977661893898658,1.0
I,0.44633165549526194,0.345,0.11800251675710709,0.40310050335142145,0.16833417225236905,0.08156784115331665,0.12946733780189523,1.0
I,0.16493737110275625,0.11012525779448752,0.02,0.018987474220551248,0.006512525779448751,0.0025250515588975033,0.005,1.0
F,0.5009814647543689,0.40196292950873785,0.1459814647543689,0.630883318278932,0.23576663655786406,0.14394819163864084,0.22705560573689326,3.0
F,0.5216029280867953,0.42459926797830116,0.14919853595660232,0.8122386091587722,0.3845992679783012,0.1998169255088649,0.22839707191320466,2.0
I,0.3615237318274631,0.2730474636549263,0.08652373182746315,0.196,0.08928101453802947,0.03460949273098526,0.05528559774119472,1.0
F,0.635,0.49845469743979415,0.15827265128010293,1.2829546974397943,0.5840184135956861,0.3115455115399228,0.3432000417959434,3.0
I,0.2957876538860664,0.22,0.08578765388606646,0.13070543088098607,0.058263703834180065,0.028023950051886397,0.03752395005188639,1.0
F,0.5810744156112594,0.4728511687774811,0.13607441561125944,0.921346986921718,0.38885116877748116,0.16424790907211842,0.28359532489007544,3.0
I,0.34052637272935776,0.25,0.07473681363532111,0.17857895590940365,0.06644736272706422,0.04563159318233944,0.045473735456421985,1.0
M,0.4939403341065966,0.39591050115989496,0.14091050115989492,0.5937731503479685,0.24633436751725626,0.10782100231978983,0.1840910501159895,3.0
I,0.3586238187082938,0.275,0.09120793956943128,0.25244952748331756,0.09808714561248816,0.05348317582777251,0.08060396978471564,1.0
F,0.6640466283083032,0.5009533716916968,0.17786011507509045,1.4295890955114798,0.6396631990790611,0.34356994246245476,0.37085803452252714,2.0
I,0.5380069285105986,0.41400346425529927,0.12499422624116786,0.6773945726666978,0.2859038106808292,0.137,0.2113986142978803,3.0
M,0.5371422109772523,0.42214221097725235,0.1374977384203833,0.8047502261579617,0.29939334176706073,0.18142844219545046,0.28,3.0
F,0.5677310509521939,0.43474789455024376,0.1392436836507313,0.8087268949047806,0.32390336871961,0.18214284147082882,0.21785710367707203,3.0
F,0.49060133552648527,0.38180400657945585,0.14469933223675735,0.6718385309208662,0.24957126875016103,0.1798875292760022,0.2091581302629206,2.0
I,0.4313030007406276,0.325,0.1,0.3648909002221883,0.16179990244407105,0.07989399851874482,0.10604240059250207,1.0
F,0.6537149767238477,0.5074766511492318,0.16995330229846362,1.3529135256037674,0.5692803535059987,0.2839719813790782,0.43185748836192384,3.0
M,0.5563828192064578,0.4436171807935422,0.1668085903967711,0.8036171807935423,0.3284890745716241,0.1675316516906554,0.23914845761937345,3.0
M,0.5416229889942273,0.4033442527514432,0.13668850550288633,0.7235524132069272,0.33467540220115455,0.1568278736242784,0.18668850550288632,1.0
F,0.6025180026684521,0.48255400800535625,0.15992798932619162,1.1330108016010714,0.5173166098732728,0.26822299599732186,0.30194959252833414,2.0
M,0.6125010371235107,0.49375051856175534,0.16687525928087768,1.0813139260448272,0.47543659251692816,0.20343887418865167,0.35275010371235105,2.0
M,0.6925357263139481,0.5413035894709223,0.1813035894709222,1.5686660852610403,0.6601875210494093,0.38337678631569744,0.4540731968447752,3.0
I,0.43926516800220244,0.35069887600165184,0.09643370799944939,0.36422404519895385,0.14393730359906395,0.08079393279911903,0.1185662920005506,1.0
F,0.656920110360908,0.5015360882887264,0.20346391171127357,1.5253886499091651,0.6210007713061639,0.3741128927031628,0.44985179031427475,3.0
M,0.6278154106921224,0.49,0.16264606257757147,1.2265969517613347,0.5372938187732714,0.2914199830501204,0.3393691786157551,3.0
M,0.5270259485913306,0.40607784577399164,0.13,0.8347674663374595,0.2544790452801807,0.1873622766191933,0.27094810281733894,3.0
M,0.6157539904215839,0.4728769952107919,0.16,1.0189312051084887,0.4503425977650362,0.2325820031928054,0.29239020351208594,2.0
M,0.6338480639436607,0.4953922557746428,0.18424031971830354,1.2890784511549287,0.5955342593239464,0.2967820284225267,0.35153922557746425,1.0
M,0.6975626010061666,0.5751252020123333,0.20256260100616666,2.082714459519633,0.7461310580882834,0.4585575529795498,0.6311853788705003,3.0
M,0.619508182478208,0.49,0.15098363504358395,1.1940819406259884,0.46038524257824853,0.3016065459825664,0.3556393627783295,2.0
I,0.3890329919083553,0.29,0.09806598381671051,0.2252076226566053,0.09596700809164475,0.0472736064733158,0.07358020485498684,1.0
I,0.33,0.2649274068401468,0.08985481368029356,0.18014518631970644,0.06812340837175047,0.03603629657992661,0.060072593159853215,1.0
F,0.5521953760633659,0.43789653204752443,0.15070115598415854,0.7580149707318816,0.30629884401584145,0.15306092478732683,0.2585976880316829,3.0
F,0.6344591691011063,0.4913520772472341,0.1741887536516595,1.244608703342732,0.5800132521909958,0.31370308016856174,0.30586532943822986,2.0
I,0.5107054861556739,0.38552911461675543,0.1442945138443261,0.7661825312299467,0.39848236284610816,0.14038801738562065,0.18030599130718966,1.0
F,0.6008706834335378,0.46325863313292437,0.1491293165664622,0.9801840557682004,0.47563923564795507,0.18018405576820043,0.27520646582832314,2.0
M,0.7025098956371203,0.5300197912742406,0.21667986084949376,1.8669960417451519,0.9230237495290887,0.38648812523545567,0.44622328177977516,2.0
M,0.4821902865218944,0.405,0.13308996816423396,0.7545796179708075,0.4117425956857713,0.1663429140434317,0.1548591559952536,2.0
M,0.7,0.5429822319582491,0.17724777899478114,1.755128331507828,0.8837158938786027,0.34981154922713803,0.45921066082505047,2.0
F,0.47969582334962224,0.3695437350244334,0.1242395583740556,0.47404562649755666,0.17865019685206557,0.10280039370413116,0.17530417665037776,2.0
I,0.3296505125994075,0.2523252562997037,0.07732525629970372,0.16291798696943707,0.07686020503976297,0.03282525629970372,0.047592730669733345,1.0
I,0.5489066680644261,0.4328133361288522,0.14,0.8027799958067217,0.2971866638711478,0.19935598867814847,0.23931199832268865,2.0
I,0.315,0.23114178774536798,0.07114178774536797,0.1176970056870303,0.04714178774536796,0.024527608970831165,0.03895671509814719,1.0
F,0.5749870677077799,0.45001293229222017,0.15499353385388992,0.8859877143223909,0.3604806015616698,0.21097607525939274,0.25752263151138527,2.0
I,0.3893307855611215,0.28044614295925235,0.09044614295925234,0.21517845718370093,0.08485691436740188,0.03417845718370094,0.07882154281629906,1.0
I,0.255,0.19028638470212267,0.07,0.0742070422946816,0.02667840382446933,0.019057276940424535,0.025,1.0
M,0.5724138866679038,0.47112083000185573,0.14629305666604808,0.8620429209975875,0.36106916200259803,0.17804292099758753,0.27055166799925773,2.0
I,0.3262423050156251,0.2412423050156251,0.07562115250781255,0.1546119185265627,0.07168942374609372,0.06195327471796852,0.04380749826015632,1.0
F,0.6537945209726647,0.542232874164012,0.20379452097266465,1.6493219161093413,0.735924655623009,0.361308218541003,0.452767125835988,3.0
I,0.5551079429799466,0.4100539714899733,0.12747301425501334,0.662548574340976,0.31436507127506674,0.1495539714899733,0.17955936863897062,1.0
I,0.3062430023328511,0.22124300233285116,0.06502799066859544,0.1418701016329958,0.06336730256613626,0.032864503499276713,0.038988803732561826,1.0
I,0.6276818455752619,0.47847723163710726,0.1484772316371073,1.0594568305088679,0.5110523371018652,0.22517947834060859,0.27826138418144636,2.0
M,0.5955566657406256,0.46962888950624954,0.1648144447531248,1.014924778734687,0.4911113331481251,0.1907412218209378,0.28848044530874933,2.0
I,0.47199373273334044,0.3769937327333404,0.11799582182222695,0.44270355145110707,0.17789874654666807,0.09120564053999361,0.15039979109111135,1.0
F,0.6956117184099787,0.542104394403742,0.18214926759937633,1.6604848874084195,0.6593686816788774,0.2506615435042836,0.4864074169220581,2.0
M,0.655,0.5268250226581062,0.1813499546837877,1.2606425203922955,0.48663499546837874,0.23683019032809163,0.43404986405136314,3.0
M,0.627289775780486,0.48897156953659837,0.1658408968780562,1.131686932734146,0.5637949147585193,0.21940169508049356,0.3065136143805012,1.0
I,0.6768462150104441,0.5281978371488252,0.18229675572323775,1.1112571087798955,0.44463175890992135,0.24454945928720628,0.3401802162851175,2.0
M,0.5753422658225905,0.4223958607581341,0.1903422658225906,1.7705030506292212,0.9161220481000617,0.3803542050613878,0.4116562746823207,2.0
M,0.468825013951397,0.3580874930243015,0.1119125069756985,0.5046800334833528,0.27128126743924624,0.0861475041854191,0.12539876604410655,1.0
M,0.4923909996358953,0.3867393335760698,0.13760900036410476,0.7042168326658079,0.21160876675162443,0.13802180007282097,0.25982583302991274,3.0
M,0.6197723211369905,0.47977232113699053,0.16704613143834907,1.2149325898397179,0.5974550598931453,0.2597273810301359,0.3075002978328736,2.0
I,0.39513820579870396,0.31513820579870394,0.09013820579870396,0.34605528231948157,0.18767966753831516,0.061021960432138464,0.08311056463896317,1.0
I,0.47178490210900453,0.3521396084360183,0.12035470632701376,0.4856441566255927,0.19693019578199084,0.1101418825308055,0.15939586219668306,3.0
M,0.5701355876928657,0.44513558769286565,0.15013558769286567,0.994498325536397,0.5037559421528418,0.18579996738790744,0.25007967815211646,2.0
I,0.5758863945489227,0.42,0.15908586545531617,0.7287770143629813,0.2730484807268103,0.18963434618212646,0.19228533636170958,3.0
I,0.6198088088874139,0.46629779777814656,0.15889339333443964,0.9702479729995022,0.4053626876670539,0.18151506511026294,0.3474044044437069,3.0
F,0.5754249675299983,0.44330012988000667,0.15728751623500084,0.8823788165635034,0.33999734739099213,0.2528887775995014,0.249980077928004,2.0
M,0.575,0.45109104198061134,0.13527276049515286,0.8252091772873974,0.33810007308933626,0.20942702023683846,0.23905455209903057,3.0
M,0.3258586364849136,0.2391413635150864,0.07757590945474072,0.15637381837586173,0.049904182157758006,0.03524240905452593,0.05914136351508643,2.0
I,0.44524754024748275,0.34118811493812934,0.10737622987625862,0.43636139311136724,0.21047524597525172,0.09618315630820087,0.1173861471361155,1.0
M,0.4840405737236071,0.3910608605854107,0.14095942627639288,0.6335350820422286,0.2969446310959678,0.13565131153167148,0.16214665978214818,1.0
M,0.5878274171917355,0.45424112578760323,0.15,1.0409210530377686,0.4259865364761158,0.2755758874212397,0.30764871530148774,3.0
M,0.3708946208345511,0.27455268958272444,0.09955268958272444,0.22856064812372132,0.08805268958272443,0.04694731041727557,0.07,1.0
I,0.39,0.300475905924348,0.10182530197478266,0.2744367450630434,0.1165951811848696,0.056627107432782535,0.08036506039495653,1.0
M,0.7122207137911399,0.56463666897468,0.21055857241772002,2.004410524831644,0.994903736891774,0.444242953106328,0.49437554931708605,3.0
M,0.5651685006106697,0.4344944981679909,0.1646629987786606,1.009449449816799,0.3801404746030647,0.1995225241755959,0.35449449816799095,3.0
I,0.35,0.26664381003234117,0.07945206332255295,0.19243834934195764,0.08110958733548941,0.04578768231931884,0.054205460690383504,1.0
F,0.48408037571620016,0.4,0.14948225429720097,0.736149895989279,0.23167776586614075,0.18226430057296011,0.2522411271486005,3.0
I,0.37731889849455036,0.2646377969891007,0.08,0.20889133909673022,0.08837677105381474,0.04173188984945504,0.07,1.0
I,0.4348621138384483,0.3349080758922989,0.10509192410770112,0.35350459620538505,0.15605975067000571,0.05012869375078157,0.11342186450845405,1.0
M,0.4666689396888126,0.36500681906643784,0.105,0.4433501536972134,0.1701641663423061,0.10733378793776252,0.17333106031118736,2.0
I,0.13122205378335616,0.09622205378335616,0.035,0.010988821513342465,0.005,0.006133383864993152,0.003683308067503424,1.0
I,0.45945255578060634,0.3660948884387873,0.11554744421939366,0.5094671561856978,0.23639051115612125,0.11663138945151585,0.12371167748521175,1.0
I,0.5089822639454178,0.39,0.15199113197270886,0.6959512258498989,0.3649866979590633,0.13338935836725066,0.15560177360545824,1.0
M,0.6596943092252618,0.5847189021215805,0.19823963404052683,1.5485513009964202,0.6552322561716313,0.37732150411442084,0.4191661994374198,3.0
F,0.6080628350788191,0.48918850523645724,0.15918850523645722,1.081756551570937,0.45172513403152764,0.27706804633447996,0.30770160837833155,2.0
F,0.6451581245126615,0.5286843746519011,0.2098418754873385,1.765662563760118,0.46949018598925074,0.2980268738164637,0.5573687493038022,3.0
F,0.6250566163437696,0.4725594471609581,0.17998867673124608,1.7374699933378022,0.8752061223335785,0.3644858459140576,0.4422870837051691,2.0
I,0.3534850244397068,0.2765149755602932,0.07848502443970685,0.196,0.08391676344183877,0.03825748778014657,0.064,1.0
I,0.5006169854522287,0.38484575363694284,0.10607972454140016,0.4988329303605087,0.17943830145477713,0.10966967099936288,0.1704627390891715,3.0
F,0.5873836968484654,0.4680959242121164,0.13690407578788366,0.9446875258878996,0.43704652126061383,0.18304796210605817,0.28071654989998396,2.0
F,0.6686950732287685,0.5186950732287685,0.16532623169280788,1.3909460719091427,0.7098908122444532,0.2885552596646896,0.301533288956197,3.0
M,0.5490686068517148,0.435,0.14,0.751730353018258,0.3286397089722428,0.15587255725931412,0.23068378336084372,2.0
F,0.55,0.43506395666259745,0.15746802166870127,0.9378555284932858,0.314974417334961,0.17805756099633768,0.3448720866748051,3.0
F,0.49,0.3805429507302613,0.1466288521907839,0.6707082625901377,0.24861993448881708,0.1799140985394774,0.20945704926973868,2.0
I,0.49301399276979985,0.3546167913237598,0.15679440289208005,0.8601846079532202,0.33286253802019156,0.17570376838703217,0.29848417850931236,2.0
M,0.5707435974746637,0.45,0.15462820126266807,0.9112641157069286,0.3222820126266809,0.18890512202026893,0.3553717987373319,3.0
I,0.375,0.275,0.09420644646634325,0.24515095899278352,0.10960322323317162,0.04356323918750755,0.07630966969951487,1.0
M,0.47861767505531366,0.3686176750553137,0.14,0.6225647450774392,0.20887358260509603,0.14389705415744772,0.19120589168510457,3.0
F,0.465,0.3590776125354226,0.11894825830971828,0.47292238746457743,0.23090776125354226,0.09783014871811968,0.11161810959159861,1.0
M,0.6942957277797288,0.5357042722202712,0.17711281666081327,1.835260347786753,0.8042746994422982,0.3974085444405422,0.5000420566748613,2.0
M,0.57999016554079,0.44248524831118496,0.1287524586148025,0.8035029503377631,0.3177455744933555,0.21163262170588779,0.24125737584440754,2.0
I,0.545,0.41135483773876275,0.1406774188693814,0.7373387094346907,0.3492370966042835,0.1505419350955051,0.21172903245224745,2.0
